Id,Manufacturer,Model,Transmission,Color,Miles_Driven,Year_Produced,Engine_Type,Engine_Cap,Category,Price($)
1667,Kia,Rio,mechanical,other,73000,2014,gasoline,1.6,sedan,9400
1670,Kia,Clarus,mechanical,violet,375000,1996,gasoline,1.8,sedan,1000
1671,Kia,Optima,automatic,white,352446,2004,gasoline,2.4,sedan,2500
1672,Kia,Clarus,mechanical,grey,130000,1997,gasoline,2,sedan,699
1673,Kia,Sorento,automatic,other,144841,2010,gasoline,2.4,suv,12000
1674,Kia,Carnival,mechanical,black,356000,2000,diesel,2.9,minivan,1950
1675,Kia,Cee'd,automatic,red,103000,2015,gasoline,1.6,hatchback,12800
1676,Kia,Sorento,mechanical,silver,155000,2013,gasoline,2.4,suv,14300
1677,Kia,Cee'd,automatic,black,98000,2012,gasoline,1.6,hatchback,12000
1678,Kia,Sorento,mechanical,silver,295000,2003,diesel,2.5,suv,5900
1679,Kia,Rio,mechanical,silver,229000,2008,diesel,1.5,sedan,5300
1680,Kia,Sportage,automatic,silver,275000,2005,diesel,2,suv,7300
1681,Kia,Rio,mechanical,silver,112000,2014,gasoline,1.6,sedan,9600
1682,Kia,Optima,mechanical,silver,123000,2014,diesel,1.7,sedan,15900
1683,Kia,Sorento,automatic,other,249,2005,gasoline,3.5,suv,5500
1684,Kia,Clarus,mechanical,green,300000,1997,gasoline,2,sedan,1850
1685,Kia,Sorento,automatic,black,267000,2005,diesel,2.5,suv,7500
1686,Kia,Sportage,automatic,white,300000,2001,gasoline,2,suv,3200
1687,Kia,Optima,automatic,grey,15000,2017,gasoline,2.4,sedan,17900
1688,Kia,Sorento,mechanical,blue,300000,2004,diesel,2.4,suv,8500
1689,Kia,Avella,mechanical,blue,305000,1999,gasoline,1.5,sedan,474.25
1690,Kia,Shuma,mechanical,green,165000,2001,gasoline,1.6,hatchback,1800
1693,Kia,Cee'd,automatic,grey,97000,2016,gasoline,1.6,hatchback,12500
1694,Kia,Sephia,mechanical,white,306000,1996,gasoline,1.5,sedan,400
1695,Kia,Magentis,automatic,grey,240000,2008,gasoline,2,sedan,8299.35
1696,Kia,Cee'd,mechanical,other,185000,2009,gasoline,1.6,hatchback,6300
1699,Kia,Rio,mechanical,other,40000,2015,gasoline,1.6,sedan,9600
1701,Kia,Sportage,mechanical,other,185000,2011,gasoline,2,suv,11300
1702,Kia,Sportage,automatic,orange,70000,2014,gasoline,2,suv,15500
1703,Kia,Sorento,mechanical,black,300000,2002,diesel,2.5,suv,7000
1704,Kia,Clarus,mechanical,silver,300000,1999,gasoline,1.8,universal,1640
1707,Kia,Sorento,automatic,black,195000,2005,diesel,2.5,suv,7600
1711,Kia,Sorento,automatic,silver,80200,2013,gasoline,2.4,suv,16299
1713,Kia,Cee'd,mechanical,black,139800,2010,gasoline,1.6,universal,7899
1717,Kia,Magentis,automatic,silver,340000,2005,gasoline,2.7,sedan,5499
1718,Kia,Rio,mechanical,red,185000,2013,gasoline,1.6,sedan,7799
1719,Kia,Sportage,automatic,grey,130000,2013,gasoline,2,hatchback,13199
1721,Kia,Sorento,automatic,blue,349700,2004,diesel,2.5,suv,7999
1722,Kia,Sportage,automatic,silver,220000,2011,gasoline,2,suv,12500
1726,Kia,Cee'd,mechanical,grey,231950,2007,diesel,1.6,hatchback,5750
1727,Kia,Carens,mechanical,red,195000,2003,gasoline,1.8,universal,3300
1729,Kia,Sportage,mechanical,orange,79000,2015,gasoline,2,suv,14500
1730,Kia,Carens,mechanical,grey,290000,2005,diesel,2,minivan,4200
1731,Kia,Sportage,mechanical,grey,232112,2008,gasoline,2,suv,9000
1732,Kia,Carnival,mechanical,grey,239000,2001,diesel,2.9,minivan,3450
1733,Kia,Cee'd,mechanical,silver,227000,2007,gasoline,1.4,hatchback,4850
1734,Kia,Cee'd,mechanical,silver,137000,2009,gasoline,1.4,hatchback,7300
1735,Kia,Cerato,automatic,blue,286000,2004,gasoline,2,sedan,2950
1739,Kia,Sorento,automatic,black,400000,2004,gasoline,3.5,suv,4000
1746,Kia,Spectra,mechanical,white,209000,2006,gasoline,1.6,sedan,1999
1747,Kia,Sportage,automatic,blue,137600,2012,gasoline,2.4,suv,12599
1748,Kia,Mohave,automatic,black,153100,2016,diesel,3,suv,35000
1752,Kia,Sorento,automatic,black,347550,2003,diesel,2.5,suv,8950
1753,Kia,Rio,mechanical,black,28750,2018,gasoline,1.6,sedan,14199
1754,Kia,Cee'd,mechanical,white,138000,2014,diesel,1.4,universal,10799
1755,Kia,Carens,mechanical,blue,313000,2003,diesel,2,minivan,4399
1757,Kia,Soul,automatic,blue,150000,2009,gasoline,1.6,minivan,7500
1759,Kia,Cee'd,mechanical,white,137000,2011,gasoline,1.4,coupe,7500
1760,Kia,Rio,automatic,red,210000,2014,gasoline,1.6,sedan,8000
1762,Kia,Rio,automatic,white,125000,2013,gasoline,1.6,hatchback,8500
1767,Kia,Joice,mechanical,black,336000,2000,gasoline,2,minivan,2750
1769,Kia,Soul,automatic,other,186000,2010,diesel,1.6,hatchback,7300
1770,Kia,Cee'd,mechanical,brown,165000,2012,gasoline,1.4,hatchback,8600
1771,Kia,Cee'd,automatic,black,195000,2011,diesel,1.6,hatchback,9000
1772,Kia,Cee'd,mechanical,black,122000,2013,gasoline,1.6,hatchback,8700
1777,Kia,Sorento,mechanical,green,264300,2003,diesel,2.5,suv,7799
1779,Kia,Joice,mechanical,silver,249300,2001,gasoline,2,minivan,3399
1783,Kia,Sportage,automatic,white,119846,2011,gasoline,2,suv,13699
1784,Kia,Cee'd,mechanical,blue,181000,2007,gasoline,1.4,hatchback,5600
1785,Kia,Sorento,mechanical,silver,317000,2003,diesel,2.5,suv,5500
1791,Kia,Sorento,mechanical,black,74000,2013,gasoline,2.4,suv,15200
1792,Kia,Clarus,mechanical,grey,237000,1996,gasoline,1.8,sedan,600
1793,Kia,Sorento,mechanical,grey,215000,2009,diesel,2.2,suv,12500
1794,Kia,Cerato,automatic,red,98445,2010,gasoline,2,coupe,9990
1797,Kia,Sportage,mechanical,black,253246,2006,gasoline,2,suv,6500
1798,Kia,Carens,mechanical,silver,360000,2003,gasoline,1.8,minivan,3000
1799,Kia,Sportage,automatic,blue,270013,1999,gasoline,2,suv,2650
1801,Kia,Sephia,mechanical,grey,355536,1996,gasoline,1.6,hatchback,200
1804,Kia,Rio,mechanical,grey,134000,2012,gasoline,1.6,sedan,7900
1805,Kia,Sorento,automatic,silver,344000,2003,diesel,2.5,suv,7390
1806,Kia,Clarus,mechanical,green,320000,1998,gasoline,2,universal,975
1807,Kia,Sorento,mechanical,black,308000,2003,diesel,2.5,suv,5999
1809,Kia,Optima,automatic,grey,142000,2014,gasoline,2.4,sedan,16300
1810,Kia,Sephia,mechanical,blue,300000,1996,gasoline,1.6,sedan,800
1812,Kia,Rio,mechanical,red,78000,2014,gasoline,1.4,sedan,7540.55
1816,Kia,Sportage,automatic,black,147000,2012,gasoline,2,suv,13700
1821,Kia,Cerato,mechanical,blue,68000,2014,gasoline,1.6,sedan,10900
1824,Kia,Sportage,automatic,blue,0,2019,gasoline,2,suv,25395
1825,Kia,Rio,automatic,brown,0,2019,gasoline,1.6,sedan,15166.46
1826,Kia,Rio,automatic,silver,0,2019,gasoline,1.6,sedan,13987.95
1827,Kia,Clarus,mechanical,silver,214000,1998,gasoline,2,universal,900
1829,Kia,Sedona,automatic,silver,250000,2006,gasoline,3.5,minivan,7500
1831,Kia,Optima,automatic,grey,91733,2012,gasoline,2,sedan,14000
1833,Kia,Sorento,mechanical,black,280000,2005,diesel,2.5,suv,7500
1834,Kia,Rio,mechanical,black,72000,2016,gasoline,1.6,sedan,7600
1835,Kia,Sorento,automatic,white,86000,2018,diesel,2.2,suv,31500
1836,Kia,Sportage,automatic,black,250000,2011,diesel,2,suv,11500
1837,Kia,Sportage,automatic,blue,20500,2017,gasoline,2,minivan,24000
1839,Kia,Rio,mechanical,blue,300000,2000,gasoline,1.5,hatchback,1517.59
1840,Kia,Clarus,mechanical,green,285000,1997,gasoline,2,sedan,1300
1841,Kia,Picanto,mechanical,black,240000,2006,gasoline,1.1,hatchback,2800
1844,Kia,Spectra,automatic,other,170600,2007,gasoline,1.6,sedan,3000
1845,Kia,Rio,mechanical,black,140000,2012,gasoline,1.6,sedan,6900
1848,Kia,Rio,mechanical,other,70000,2014,gasoline,1.6,sedan,9450
1855,Kia,Cee'd,mechanical,white,97000,2015,diesel,1.4,universal,11800
1856,Kia,Rio,mechanical,silver,94500,2013,gasoline,1.6,sedan,8800
1857,Kia,Sorento,mechanical,black,264000,2003,diesel,2.5,suv,6500
1858,Kia,Sephia,mechanical,green,316000,1995,gasoline,1.5,sedan,700
1859,Kia,Sorento,mechanical,silver,240000,2004,diesel,2.5,suv,6900
1860,Kia,Rio,automatic,orange,54000,2017,gasoline,1.6,sedan,11990
1862,Kia,Cee'd,automatic,blue,0,2019,gasoline,1.6,hatchback,18500
1863,Kia,Clarus,automatic,black,307824,1998,gasoline,1.8,sedan,1493.88
1866,Kia,Optima,automatic,brown,89000,2016,gasoline,2.4,sedan,22100
1867,Kia,Sportage,automatic,brown,118000,2012,gasoline,2,suv,13300
1870,Kia,Optima,automatic,white,60000,2018,diesel,2,sedan,20700
1873,Kia,Rio,mechanical,silver,117850,2013,gasoline,1.4,sedan,6850
1875,Kia,Cee'd,mechanical,black,200000,2008,gasoline,1.6,universal,6500
1876,Kia,Carnival,automatic,silver,195000,2002,gasoline,2.5,minivan,3500
1881,Kia,Shuma,mechanical,grey,260000,1999,gasoline,1.5,hatchback,1000
1882,Kia,Cee'd,mechanical,black,75000,2009,gasoline,1.4,hatchback,6800
1883,Kia,Sephia,mechanical,other,332000,1993,gasoline,1.6,sedan,500
1884,Kia,Carens,mechanical,silver,360000,2003,gasoline,1.8,minivan,3500
1885,Kia,Rio,mechanical,red,132000,2009,gasoline,1.4,sedan,5200
1887,Kia,Rio,mechanical,silver,300000,2000,gasoline,1.3,universal,1636.16
1888,Kia,Sephia,mechanical,blue,317000,1995,gasoline,1.6,sedan,650
1889,Kia,Cee'd,mechanical,blue,210000,2008,gasoline,1.6,hatchback,5400
1891,Kia,Shuma,mechanical,blue,220000,2000,gasoline,1.6,hatchback,1200
1892,Kia,Sorento,automatic,black,277000,2002,diesel,2.5,suv,5216.26
1893,Kia,Rio,mechanical,blue,230000,2001,gasoline,1.5,universal,1300
1894,Kia,Cerato,mechanical,silver,129000,2013,gasoline,1.6,sedan,9800
1895,Kia,Clarus,mechanical,green,302000,1999,gasoline,2,universal,1939.68
1897,Kia,Sephia,mechanical,blue,200000,1995,gasoline,1.5,sedan,440
1900,Kia,Sorento,mechanical,green,270000,2005,diesel,2.5,suv,6592.05
1902,Kia,Sephia,mechanical,blue,230000,1998,gasoline,1.6,hatchback,800
1904,Kia,Clarus,mechanical,green,230000,1998,gasoline,1.8,sedan,700
1906,Kia,Magentis,mechanical,black,204000,2005,gasoline,2,sedan,4250
1907,Kia,Sorento,mechanical,brown,135000,2014,gasoline,2.4,suv,15300
1909,Kia,Shuma,mechanical,blue,209835,1999,gasoline,1.5,sedan,1300
1910,Kia,Carnival,mechanical,silver,333222,2005,diesel,2.9,minivan,3500
1911,Kia,Sportage,automatic,other,321869,1999,gasoline,2,suv,3800
1912,Kia,Sorento,automatic,black,198000,2010,diesel,2.2,suv,13850
1913,Kia,Carens,automatic,silver,265000,2007,diesel,2,minivan,5900
1914,Kia,Clarus,mechanical,green,260000,2000,gasoline,1.8,universal,1400
1916,Kia,Shuma,mechanical,silver,300000,1998,gasoline,1.8,hatchback,1500
1917,Kia,Sportage,mechanical,red,1000000,1995,gasoline,2,suv,1800
1918,Kia,Sorento,mechanical,black,290000,2006,diesel,2.5,suv,9200
1919,Kia,Sportage,automatic,brown,256000,2001,gasoline,2,suv,2900
1920,Kia,Sorento,automatic,silver,310000,2003,diesel,2.5,suv,5900
1921,Kia,Carens,mechanical,blue,311011,2003,diesel,2,minivan,4000
1922,Kia,Carens,mechanical,silver,280000,2002,diesel,2,universal,3500
1923,Kia,Sorento,automatic,black,167000,2010,gasoline,2.4,suv,11000
1924,Kia,Sportage,automatic,other,138000,2001,gasoline,2,suv,4000
1926,Kia,Rio,mechanical,silver,150000,2013,gasoline,1.4,hatchback,6800
1927,Kia,Sorento,automatic,white,43000,2014,gasoline,2.4,suv,23000
1928,Kia,Venga,mechanical,white,127000,2012,diesel,1.4,minivan,7700
1929,Kia,Sorento,automatic,brown,167000,2009,diesel,2.2,suv,13200
1931,Kia,Rio,mechanical,silver,310000,2001,gasoline,1.3,universal,2100
1932,Kia,Sportage,automatic,brown,20000,2017,gasoline,2,suv,19550
1933,Kia,Cee'd,mechanical,black,120000,2008,gasoline,1.4,hatchback,6000
1934,Kia,Rio,automatic,blue,147000,2011,gasoline,1.6,sedan,4650
1936,Kia,Rio,mechanical,red,40000,2017,gasoline,1.6,sedan,10000
1937,Kia,Rio,mechanical,blue,232000,2000,gasoline,1.5,universal,1000
1938,Kia,Rio,mechanical,white,140000,2014,gasoline,1.4,sedan,7600
1939,Kia,Sephia,mechanical,green,337000,1997,gasoline,1.5,hatchback,550
1940,Kia,Rio,automatic,blue,180000,2001,gasoline,1.5,universal,1999
1941,Kia,Sorento,mechanical,green,280000,2002,diesel,2.5,suv,6500
1942,Kia,Venga,mechanical,other,155000,2012,gasoline,1.6,hatchback,8200
1944,Kia,Carens,mechanical,silver,460000,2000,gasoline,1.8,universal,2600
1945,Kia,Sportage,mechanical,silver,60000,2015,gasoline,2,suv,14800
1946,Kia,Cee'd,mechanical,black,380,2009,diesel,1.6,universal,6400
1947,Kia,Shuma,mechanical,grey,220000,1999,gasoline,1.5,hatchback,1700
1948,Kia,Optima,automatic,grey,307385,2007,gasoline,2.4,sedan,6000
1949,Kia,Rio,mechanical,black,9000,2018,gasoline,1.6,sedan,12600
1950,Kia,Sorento,automatic,silver,300000,2006,diesel,2.5,suv,8100
1951,Kia,Cee'd,automatic,other,11,2008,gasoline,2,sedan,2858.01
1952,Kia,Magentis,automatic,silver,300000,2004,gasoline,2.5,sedan,3600
1953,Kia,Cee'd,mechanical,black,230000,2008,gasoline,1.4,hatchback,5300
1954,Kia,Cee'd,mechanical,white,214000,2008,gasoline,1.6,hatchback,5100
1955,Kia,Optima,automatic,other,179000,2003,gasoline,2.4,sedan,4200
1956,Kia,Sorento,mechanical,black,187000,2005,diesel,2.5,suv,7650
1957,Kia,Sportage,mechanical,orange,155000,2010,gasoline,2,suv,12300
1958,Kia,Sorento,mechanical,silver,400000,2003,diesel,2.5,suv,6300
1959,Kia,Soul,mechanical,green,98000,2014,gasoline,1.6,hatchback,9990
1960,Kia,Pride,mechanical,grey,200000,1995,gasoline,1.1,hatchback,500
1961,Kia,Magentis,automatic,silver,134000,2008,gasoline,2,sedan,6200
1962,Kia,Sephia,automatic,green,250000,1997,gasoline,1.5,sedan,450
1963,Kia,Rio,mechanical,other,196460,2001,gasoline,1.5,hatchback,2100
1964,Kia,Sportage,mechanical,silver,111000,2011,gasoline,2,suv,13200
1965,Kia,Sorento,automatic,black,297525,2008,diesel,2.5,suv,7900
1966,Kia,Spectra,automatic,grey,225308,2000,gasoline,1.8,sedan,1600
1967,Kia,Soul,automatic,red,77000,2014,gasoline,1.6,hatchback,10670.59
1968,Kia,Rio,mechanical,other,320000,2002,gasoline,1.3,universal,2200
1969,Kia,Carens,mechanical,silver,360000,2003,gasoline,1.8,minivan,3700
1970,Kia,Rio,mechanical,other,55000,2014,gasoline,1.6,sedan,9100
1971,Kia,Sorento,automatic,blue,104000,2014,diesel,2.2,suv,19500
1972,Kia,Clarus,mechanical,silver,300000,1996,gasoline,2,sedan,890
1973,Kia,Sorento,automatic,silver,250000,2004,diesel,2.5,suv,6300
1974,Kia,Sportage,automatic,brown,58000,2017,gasoline,2,hatchback,20000
1975,Kia,Carens,mechanical,brown,107750,2013,gasoline,2,minivan,11381.96
1976,Kia,Sorento,automatic,other,251058,2004,gasoline,3.5,suv,6250
1977,Kia,Sorento,automatic,other,150000,2004,gasoline,3.5,suv,6100
1978,Kia,Rio,mechanical,white,98000,2012,gasoline,1.6,sedan,7500
1979,Kia,Sorento,automatic,silver,235000,2007,diesel,2.5,suv,8400
1980,Kia,Clarus,mechanical,green,267000,1998,gasoline,1.8,sedan,1200
1981,Kia,Sportage,mechanical,brown,61000,2017,gasoline,1.6,suv,16350
1982,Kia,Sorento,mechanical,blue,350000,2003,diesel,2.5,suv,6950
1983,Kia,Rio,mechanical,silver,115000,2014,gasoline,1.4,sedan,8100
1984,Kia,Rio,automatic,red,10000,2018,gasoline,1.6,hatchback,15000
1985,Kia,Sorento,automatic,black,250000,2007,diesel,2.5,suv,8900
1986,Kia,Sorento,automatic,grey,180000,2007,diesel,2.5,suv,7000
1987,Kia,Rio,automatic,silver,175000,2010,gasoline,1.4,hatchback,6000
1990,Kia,Sorento,automatic,white,150000,2010,gasoline,2.4,suv,10500
1991,Kia,Sportage,automatic,brown,126000,2014,gasoline,2,suv,15350
1992,Kia,Cee'd,mechanical,black,160000,2008,gasoline,1.6,universal,6100
1993,Kia,Sportage,mechanical,grey,248000,2005,diesel,2,suv,8888
1994,Kia,Rio,mechanical,other,65000,2014,gasoline,1.6,hatchback,8700
1995,Kia,Soul,mechanical,grey,280000,2009,diesel,1.6,universal,7500
1996,Kia,Cee'd,automatic,brown,90000,2014,gasoline,1.6,hatchback,12500
1997,Kia,Shuma,mechanical,red,320000,1999,gasoline,1.5,liftback,1500
1998,Kia,Joice,mechanical,grey,290000,1999,gasoline,2,minivan,2800
1999,Kia,Sportage,automatic,orange,62000,2014,gasoline,2,suv,14750
2000,Kia,Cerato,mechanical,grey,111450,2011,gasoline,1.6,sedan,8300
2001,Kia,Cee'd,automatic,brown,110000,2014,gasoline,1.6,hatchback,12200
2002,Kia,Picanto,mechanical,white,210000,2005,gasoline,1,hatchback,3150
2003,Kia,Cerato,mechanical,white,110000,2014,gasoline,1.6,sedan,8900
2004,Kia,Carens,mechanical,silver,272000,2003,diesel,2,universal,3550
2005,Kia,Sportage,automatic,red,100000,1996,gasoline,2,suv,2500
2006,Kia,Sorento,automatic,black,322000,2006,diesel,2.5,suv,6800
2007,Kia,Sportage,automatic,black,130000,2012,gasoline,2,suv,12900
2008,Kia,Sorento,automatic,silver,293000,2005,diesel,2.5,suv,6900
2009,Kia,Cee'd,mechanical,black,44000,2015,gasoline,1.6,universal,12000
2010,Kia,Sportage,mechanical,brown,121000,2011,diesel,1.7,suv,13200
2011,Kia,Sportage,mechanical,grey,145000,2013,gasoline,2,suv,13700
2012,Kia,Cee'd,automatic,brown,183000,2013,gasoline,1.6,hatchback,13500
2013,Kia,Cee'd,mechanical,black,150000,2010,gasoline,1.4,hatchback,5999
2014,Kia,Sportage,mechanical,white,155000,2012,gasoline,2,suv,12490
2015,Kia,Sorento,mechanical,black,235000,2007,diesel,2.5,suv,9800
2016,Kia,Cee'd,mechanical,grey,209000,2008,gasoline,1.4,hatchback,5100
2017,Kia,Sportage,automatic,black,104000,2012,gasoline,2,suv,12000
2018,Kia,Cee'd,automatic,brown,40000,2018,gasoline,1.6,hatchback,17400
2019,Kia,Rio,mechanical,grey,80000,2012,gasoline,1.6,sedan,8500
2020,Kia,Cee'd,mechanical,grey,167000,2012,gasoline,1.6,hatchback,9250
2021,Kia,Sorento,automatic,grey,194731,2011,gasoline,2.4,suv,10500
2022,Kia,Magentis,mechanical,silver,195000,2008,diesel,2,sedan,9900
2023,Kia,Clarus,mechanical,blue,200000,1997,gasoline,1.8,sedan,1450
2024,Kia,Sportage,mechanical,black,33300,2013,gasoline,2,hatchback,12300
2025,Kia,Sportage,mechanical,silver,46905,2016,gasoline,1.6,suv,15950
2026,Kia,Clarus,mechanical,red,264000,1999,gasoline,1.8,universal,550
2027,Kia,Cerato,automatic,black,167000,2006,gasoline,1.6,hatchback,4099
2028,Kia,Cee'd,automatic,black,230000,2008,gasoline,1.6,universal,6300
2032,Kia,Cerato,automatic,grey,95880,2014,gasoline,1.6,sedan,14990
2033,Kia,Carens,mechanical,silver,280000,2003,diesel,2,minivan,3500
2034,Kia,Cee'd,mechanical,grey,256000,2008,gasoline,1.6,universal,8150
2035,Kia,Clarus,mechanical,silver,1000000,1996,gasoline,2,sedan,900
2036,Kia,Cee'd,automatic,blue,149000,2010,gasoline,1.6,hatchback,7200
2037,Kia,Rio,mechanical,black,227000,2007,diesel,1.5,hatchback,5400
2038,Kia,Rio,mechanical,red,148000,2009,gasoline,1.4,hatchback,5600
2040,Kia,Cee'd,automatic,other,125000,2014,gasoline,1.6,hatchback,10500
2041,Kia,Shuma,automatic,blue,485000,1998,gasoline,2,sedan,1050
2042,Kia,Pride,mechanical,violet,250000,1997,gasoline,1.3,hatchback,1000
2043,Kia,Carnival,mechanical,other,400000,2000,diesel,2.9,minivan,3500
2044,Kia,Sorento,automatic,other,273588,2003,gasoline,3.5,suv,5000
2046,Kia,Shuma,mechanical,blue,222568,1999,gasoline,1.5,hatchback,1500
2048,Kia,Cee'd,mechanical,other,98500,2013,gasoline,1.4,hatchback,8500
2050,Kia,Cee'd,mechanical,blue,161000,2013,gasoline,1.6,hatchback,8500
2051,Kia,Sorento,automatic,grey,211000,2010,diesel,2.2,suv,16000
2052,Kia,Shuma,mechanical,silver,293000,1998,gasoline,1.5,hatchback,1600
2053,Kia,Sorento,automatic,brown,160000,2010,gasoline,2.4,suv,16124.44
2054,Kia,Sorento,mechanical,silver,205937,2002,diesel,2.5,suv,6500
2055,Kia,Rio,mechanical,silver,222000,2014,gasoline,1.4,sedan,6900
2056,Kia,Shuma,mechanical,blue,304000,2000,gasoline,1.8,hatchback,1800
2057,Kia,Cee'd,mechanical,red,50000,2014,gasoline,1.6,hatchback,9990
2058,Kia,Sportage,automatic,other,23000,2014,gasoline,2,suv,21300
2059,Kia,Cee'd,mechanical,silver,73000,2009,gasoline,1.4,hatchback,7500
2060,Kia,Sportage,mechanical,green,215000,2008,gasoline,2,suv,9800
2064,Kia,Sorento,automatic,black,292204,2010,gasoline,2.4,suv,12500
2065,Kia,Shuma,automatic,red,190000,1999,gasoline,1.5,hatchback,1200
2066,Kia,Cee'd,mechanical,black,189000,2009,gasoline,1.4,hatchback,6500
2067,Kia,Sorento,mechanical,brown,225320,2009,diesel,2.2,suv,14950
2068,Kia,Carnival,automatic,silver,153000,2002,diesel,2.9,minivan,4800
2069,Kia,Sportage,mechanical,red,240000,1996,gasoline,2,suv,1200
2070,Kia,Cee'd,mechanical,grey,234000,2012,gasoline,1.6,universal,8400
2071,Kia,Sorento,automatic,black,277000,2010,diesel,2.2,suv,14000
2072,Kia,Carens,mechanical,blue,290000,2001,gasoline,1.8,minivan,2700
2073,Kia,Sephia,mechanical,white,260000,1995,gasoline,1.6,sedan,1100
2074,Kia,Sephia,mechanical,blue,330000,1994,gasoline,1.6,sedan,600
2075,Kia,Cee'd,automatic,red,168000,2010,gasoline,1.6,universal,7000
2076,Kia,Rio,automatic,brown,32500,2016,gasoline,1.6,sedan,11800
2077,Kia,Magentis,automatic,green,314200,2002,gasoline,2.5,sedan,2250
2078,Kia,Sportage,mechanical,white,201000,1999,gasoline,2,suv,2300
2080,Kia,Clarus,mechanical,white,250677,1997,gasoline,2,sedan,550
2081,Kia,Rio,mechanical,blue,253000,2000,gasoline,1.5,universal,2000
2082,Kia,Rio,automatic,silver,102000,2011,gasoline,1.4,sedan,6850
2083,Kia,Sportage,automatic,black,218000,2000,gasoline,2,suv,3500
2084,Kia,Sportage,automatic,blue,99000,2015,gasoline,2,suv,16900
2085,Kia,Sorento,automatic,silver,128748,2010,gasoline,2.4,suv,13500
2087,Kia,Rio,mechanical,other,68000,2013,gasoline,1.4,sedan,8200
2088,Kia,Pride,mechanical,blue,296000,1999,gasoline,1.3,universal,900
2089,Kia,Sportage,automatic,black,107021,2011,gasoline,2.4,suv,14999
2090,Kia,Sportage,automatic,brown,96200,2016,gasoline,2,suv,18637.96
2091,Kia,Sorento,mechanical,silver,235000,2004,diesel,2.5,suv,6500
2092,Kia,Carnival,mechanical,silver,330000,1999,gasoline,2.5,minivan,1500
2093,Kia,Cee'd,mechanical,silver,191000,2010,gasoline,1.4,universal,6500
2094,Kia,Clarus,mechanical,silver,278510,1997,gasoline,2,sedan,1200
2095,Kia,Clarus,mechanical,other,235000,1997,gasoline,2,sedan,2500
2096,Kia,Sephia,mechanical,red,250000,1996,gasoline,1.6,hatchback,2000
2097,Kia,Cee'd,mechanical,grey,55000,2009,gasoline,1.4,universal,7200
2098,Kia,Cee'd,automatic,silver,171000,2007,gasoline,1.6,hatchback,5500
2099,Kia,Magentis,mechanical,brown,270000,2007,gasoline,2,sedan,6000
2100,Kia,Rio,automatic,silver,115000,2012,gasoline,1.4,sedan,8000
2102,Kia,Cee'd,automatic,brown,70000,2016,gasoline,1.6,hatchback,12200
2103,Kia,Quoris,automatic,white,168000,2013,gasoline,3.8,sedan,17499
2104,Kia,Sorento,automatic,other,378196,2010,gasoline,2.4,suv,12700
2105,Kia,Carnival,mechanical,black,307400,2001,diesel,2.9,minivan,2750
2106,Kia,Cee'd,mechanical,grey,140000,2009,gasoline,1.4,universal,6500
2107,Kia,Sportage,mechanical,blue,401000,1995,gasoline,2,suv,1422.74
2108,Kia,Rio,mechanical,other,84000,2012,gasoline,1.6,sedan,9000
2109,Kia,Cee'd,mechanical,other,267000,2008,gasoline,1.6,hatchback,5500
2110,Kia,Rio,automatic,red,127000,2013,gasoline,1.6,sedan,7900
2111,Kia,Sephia,mechanical,silver,285000,1996,gasoline,1.6,sedan,800
2112,Kia,Cee'd,mechanical,silver,136630,2008,gasoline,1.4,universal,6600
2114,Kia,Sportage,automatic,black,24647,2014,gasoline,2,suv,14800
2115,Kia,Soul,mechanical,silver,99000,2011,gasoline,1.6,hatchback,7000
2116,Kia,Cee'd,mechanical,silver,98000,2015,gasoline,1.4,universal,11950
2117,Kia,Rio,mechanical,silver,160000,2012,gasoline,1.4,sedan,9000
2118,Kia,Carnival,mechanical,black,333000,2004,diesel,2.9,minivan,5686.24
2119,Kia,Sportage,mechanical,green,240000,2000,gasoline,2,suv,2371.23
2120,Kia,Sportage,mechanical,blue,19700,2018,gasoline,1.6,suv,22950
2121,Kia,Cee'd,mechanical,black,37000,2016,gasoline,1.6,hatchback,13750
2122,Kia,Sephia,mechanical,violet,200000,1998,gasoline,1.6,sedan,1200
2123,Kia,Sorento,automatic,black,248000,2005,diesel,2.5,suv,7113.72
2124,Kia,Rio,automatic,black,79850,2015,gasoline,1.6,hatchback,9700
2125,Kia,Rio,mechanical,silver,195000,2014,gasoline,1.4,sedan,6999
2126,Kia,Cee'd,mechanical,silver,140000,2012,gasoline,1.6,hatchback,9400
2130,Kia,Rio,mechanical,black,91000,2013,gasoline,1.4,sedan,7500
2131,Kia,Picanto,mechanical,other,220000,2005,gasoline,1.1,hatchback,3800
2132,Kia,Rio,mechanical,blue,159000,2007,gasoline,1.4,hatchback,4700
2133,Kia,Sportage,automatic,other,236500,2012,gasoline,2,suv,12200
2134,Kia,Sportage,mechanical,white,144000,2013,gasoline,2,suv,12350
2135,Kia,Rio,mechanical,other,142000,2013,gasoline,1.4,sedan,7800
2136,Kia,Cerato,mechanical,silver,164000,2004,gasoline,2,hatchback,3936.26
2137,Kia,Rio,mechanical,silver,71500,2016,gasoline,1.6,sedan,9500
2138,Kia,Sorento,automatic,other,148000,2005,gasoline,3.5,suv,6800
2139,Kia,Carnival,mechanical,grey,220000,2002,diesel,2.9,minivan,6333
2140,Kia,Cerato,mechanical,blue,204000,2008,gasoline,1.6,sedan,5500
2141,Kia,Sportage,mechanical,grey,3000,2017,gasoline,1.6,suv,20200
